   -0.4122494475E+00    0.9497123242E-01    0.9521807743E-01    0.5087026680E+00    0.5087026680E+00    0.6134224231E+00    0.6134224231E+00    0.2366921006E+05    0.2089715835E-01    0.1755524047E-02    0.4787447518E+01    0.2336846006E+05    0.8110084674E+00    0.3201801882E+00    0.1026741699E+01   -0.9994551788E+00   -0.2914368472E+00    0.1655796216E+01    0.4847273158E+01    0.2807064435E+04    0.9763147322E+02    0.8597765847E+00    0.3180896521E+03    0.3264672326E+03    0.3750686342E+03    0.3348448130E+03    0.5504500860E+02    0.5092011830E+02    0.8565368088E+00    0.8443418007E+00    0.3627401791E+03    0.3376431911E+03   -0.5641267939E+03    0.3180896521E+03    0.3264672326E+03    0.3348448130E+03    0.9417552073E+00    0.3523903529E+03    0.8602146771E+00    0.8609200725E+00    0.8610084674E+00
   -0.3337947230E+00    0.5127049410E-01    0.5108311043E-01    0.2857763448E+00    0.2857763448E+00    0.3456162048E+00    0.3456162048E+00    0.8044244086E+04    0.1095795320E+00    0.6769715668E-04    0.2693545883E+01    0.7576410753E+04    0.5089862551E+00    0.1881788714E+00    0.6682457318E+00   -0.9701074950E+00   -0.1479742584E+00    0.1557498016E+01    0.2729891581E+01    0.1444455093E+04    0.6237495907E+02    0.5115924830E+00    0.1937549837E+03    0.1991405711E+03    0.2249018560E+03    0.2045261585E+03    0.3364905724E+02    0.3057657968E+02    0.5483775351E+00    0.5447005408E+00    0.2270764729E+03    0.2109426949E+03   -0.1390956200E+03    0.1937549837E+03    0.1991405711E+03    0.2045261585E+03    0.6619827807E+00    0.2166356262E+03    0.5581924648E+00    0.5589213071E+00    0.5589862551E+00
   -0.3342526000E+00    0.4238902891E-01    0.4257641258E-01    0.4484303286E+00    0.4484303286E+00    0.5282168087E+00    0.5282168087E+00    0.1868880620E+05    0.1592000899E-01    0.8929262744E-03    0.4068924197E+01    0.1833793120E+05    0.7131659365E+00    0.2726820856E+00    0.9455376360E+00   -0.9976402556E+00   -0.2331810325E+00    0.1651714038E+01    0.4105269895E+01    0.2577223592E+04    0.9199955438E+02    0.7570056385E+00    0.3099966132E+03    0.3171773964E+03    0.3581924430E+03    0.3243581796E+03    0.4971206991E+02    0.4599002842E+02    0.7571102326E+00    0.7488802222E+00    0.3527401791E+03    0.3312284751E+03   -0.3501642307E+03    0.3099966132E+03    0.3171773964E+03    0.3243581796E+03    0.8694975155E+00    0.3405041365E+03    0.7623721463E+00    0.7631009886E+00    0.7631659365E+00
   -0.3875785030E+00    0.2494396348E-01    0.2476195148E-01    0.2626170571E+00    0.2626170571E+00    0.3205265991E+00    0.3205265991E+00    0.7650874441E+04    0.9743084395E-01    0.4693367354E-03    0.2511467515E+01    0.7032541108E+04    0.4757125889E+00    0.1714741242E+00    0.6180665203E+00   -0.9933172669E+00   -0.2295734294E+00    0.1528195457E+01    0.2553265068E+01    0.1355584452E+04    0.5881791677E+02    0.4687353402E+00    0.1810094980E+03    0.1863950854E+03    0.2091563703E+03    0.1917806728E+03    0.3193755727E+02    0.2886507972E+02    0.5085821299E+00    0.5049051355E+00    0.2118747515E+03    0.1949882733E+03   -0.1427106266E+03    0.1810094980E+03    0.1863950854E+03    0.1917806728E+03    0.6791872917E+00    0.2038901404E+03    0.5185902651E+00    0.5191259019E+00    0.5191908498E+00
   -0.3897557990E+00    0.3423549965E-01    0.3441751165E-01    0.3464851657E+00    0.3464851657E+00    0.4140462980E+00    0.4140462980E+00    0.1192336003E+05    0.3825138082E-01    0.1032122368E-02    0.3210940469E+01    0.1139336003E+05    0.5826503479E+00    0.2152405462E+00    0.7692931500E+00   -0.9997296879E+00   -0.2658543990E+00    0.1569967684E+01    0.3252738021E+01    0.1852376253E+04    0.7377610646E+02    0.5948233589E+00    0.2391303127E+03    0.2454134980E+03    0.2758016638E+03    0.2516966833E+03    0.4010460024E+02    0.3669957832E+02    0.6182649149E+00    0.6118428945E+00    0.2747066045E+03    0.2550057133E+03   -0.2360850864E+03    0.2391303127E+03    0.2454134980E+03    0.2516966833E+03    0.8022916584E+00    0.2658243956E+03    0.6255280241E+00    0.6260636608E+00    0.6261286088E+00
   -0.6656986200E-01    0.2413430655E+00    0.2411966040E+00    0.1647099560E+00    0.1647099560E+00    0.2039798642E+00    0.2039798642E+00    0.3954348049E+04    0.2882180655E+00    0.3087400064E-02    0.1615158408E+01    0.3312748049E+04    0.3361719834E+00    0.1172923271E+00    0.3984668955E+00   -0.9129716392E+00   -0.8381972380E-01    0.1485715425E+01    0.1633447722E+01    0.9004541538E+03    0.4388995791E+02    0.3239478931E+00    0.1253835635E+03    0.1293105543E+03    0.1437269110E+03    0.1332375451E+03    0.2244726212E+02    0.1995817600E+02    0.3667879686E+00    0.3736719834E+00    0.1542446199E+03    0.1424804068E+03   -0.3903303368E+02    0.1253835635E+03    0.1293105543E+03    0.1332375451E+03    0.3879328373E+00    0.1425917418E+03    0.3853781932E+00    0.3861222553E+00    0.3861719834E+00
   -0.3634989240E+00    0.1995799196E-01    0.2010445345E-01    0.4688366490E+00    0.4688366490E+00    0.5395224837E+00    0.5395224837E+00    0.2136907444E+05    0.2691700804E-01    0.4803268503E-03    0.4103969260E+01    0.2101263000E+05    0.7206384017E+00    0.2717909608E+00    0.9754328805E+00   -0.9968958572E+00   -0.2277610139E+00    0.1680243267E+01    0.4122258574E+01    0.2996819713E+04    0.1013398278E+03    0.7781346175E+00    0.3598028405E+03    0.3668714239E+03    0.4088208660E+03    0.3739400074E+03    0.5280209736E+02    0.4911892881E+02    0.7643927295E+00    0.7581384017E+00    0.4055720322E+03    0.3843964486E+03   -0.3320441224E+03    0.3598028405E+03    0.3668714239E+03    0.3739400074E+03    0.8602088026E+00    0.3907775615E+03    0.7698446114E+00    0.7705886735E+00    0.7706384017E+00
   -0.2438465220E+00    0.1369884394E+00    0.1368419779E+00    0.2471406806E+00    0.2471406806E+00    0.2942645704E+00    0.2942645704E+00    0.6546104360E+04    0.1838634394E+00    0.1335388081E-02    0.2269662468E+01    0.6011437693E+04    0.4460743143E+00    0.1604550303E+00    0.5794001243E+00   -0.9487839318E+00   -0.1174219630E+00    0.1538990445E+01    0.2287951782E+01    0.1321079636E+04    0.5853536748E+02    0.4474389874E+00    0.1839883827E+03    0.1887007717E+03    0.2100003997E+03    0.1934131607E+03    0.3021955200E+02    0.2740876833E+02    0.4823579685E+00    0.4835743143E+00    0.2170764729E+03    0.2029594172E+03   -0.8515159101E+02    0.1839883827E+03    0.1887007717E+03    0.1934131607E+03    0.5484306603E+00    0.2046381967E+03    0.4952805240E+00    0.4960245861E+00    0.4960743143E+00
   -0.2203244150E+00    0.6129902475E-01    0.6115256326E-01    0.3248207745E+00    0.3248207745E+00    0.3797986460E+00    0.3797986460E+00    0.1019959870E+05    0.1081740248E+00    0.3446486708E-03    0.2900734084E+01    0.9741312989E+04    0.5453164894E+00    0.2001472323E+00    0.7331527159E+00   -0.9729702402E+00   -0.1531693804E+00    0.1588850986E+01    0.2919023398E+01    0.1808379976E+04    0.7293825525E+02    0.5634829520E+00    0.2425932020E+03    0.2480909891E+03    0.2762738885E+03    0.2535887763E+03    0.3784185647E+02    0.3472685243E+02    0.5851226344E+00    0.5828164894E+00    0.2799083260E+03    0.2634384277E+03   -0.1472680100E+03    0.2425932020E+03    0.2480909891E+03    0.2535887763E+03    0.6788825802E+00    0.2666846517E+03    0.5945226991E+00    0.5952667612E+00    0.5953164894E+00
   -0.3229987360E+00    0.4114277475E-01    0.4099946219E-01    0.3031211009E+00    0.3031211009E+00    0.3564976751E+00    0.3564976751E+00    0.9774790197E+04    0.1000353529E+00    0.5416080257E-04    0.2736408086E+01    0.9169075911E+04    0.5167496011E+00    0.1845213721E+00    0.6865507742E+00   -0.9946399110E+00   -0.2340368139E+00    0.1562438023E+01    0.2757440796E+01    0.1716043089E+04    0.6939258116E+02    0.5259829520E+00    0.2294471221E+03    0.2349449092E+03    0.2601278086E+03    0.2404426964E+03    0.3614207948E+02    0.3302707544E+02    0.5500340069E+00    0.5477278619E+00    0.2647066046E+03    0.2474683248E+03   -0.1510954118E+03    0.2294471221E+03    0.2349449092E+03    0.2404426964E+03    0.6965263062E+00    0.2535385718E+03    0.5596272772E+00    0.5601781338E+00    0.5602278619E+00
