     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3
       509    0.5047069170E+00    0.3744632412E+00    0.1676539193E+01    0.3429123566E+02   -0.2520504590E-02
       510    0.1342367260E+00    0.2759154773E+00    0.2783697628E+01    0.5423782218E+02   -0.8249020370E-02
       511    0.2438119140E+00    0.3682011343E+00    0.2849690852E+01    0.1072916143E+02   -0.4273404115E-02
       512    0.2261526690E+00    0.3610370878E+00    0.2881571240E+01    0.6250520639E+01   -0.3479308506E-02
       513    0.2764506870E+00    0.3682011343E+00    0.2849690852E+01    0.1072916143E+02   -0.4273404115E-02
       514    0.2911093630E+00    0.2533682557E+00    0.2912761398E+01    0.2216916976E+02   -0.2950506167E-02
       515    0.1909513640E+00    0.2759154773E+00    0.2783697628E+01    0.5423782218E+02   -0.8249020370E-02
       516    0.2544097800E+00    0.3144949352E+00    0.2817080731E+01    0.2983090943E+02   -0.5598050173E-02
       517    0.2678712010E+00    0.3682011343E+00    0.2849690852E+01    0.1072916143E+02   -0.4273404115E-02
       518    0.2354286690E+00    0.2533682557E+00    0.2912761398E+01    0.2216916976E+02   -0.2950506167E-02
       519    0.1371076180E+00    0.2759154773E+00    0.2783697628E+01    0.5423782218E+02   -0.8249020370E-02
       520    0.2487170830E+00    0.3144949352E+00    0.2817080731E+01    0.2983090943E+02   -0.5598050173E-02
       521    0.2194940410E+00    0.3682011343E+00    0.2849690852E+01    0.1072916143E+02   -0.4273404115E-02
       522    0.2055266530E+00    0.3610370878E+00    0.2881571240E+01    0.6250520639E+01   -0.3479308506E-02
       523    0.1350462310E+00    0.2759154773E+00    0.2783697628E+01    0.5423782218E+02   -0.8249020370E-02
       524    0.2961542120E+00    0.3144949352E+00    0.2817080731E+01    0.2983090943E+02   -0.5598050173E-02
       525    0.2871877070E+00    0.3682011343E+00    0.2849690852E+01    0.1072916143E+02   -0.4273404115E-02
       526    0.2187412840E+00    0.3610370878E+00    0.2881571240E+01    0.6250520639E+01   -0.3479308506E-02
       527    0.2340253970E+00    0.7069651356E-01    0.3464145419E+01    0.7060401990E+02   -0.8024315080E-02
       528    0.2191794260E+00    0.1837467646E+00    0.3507239238E+01    0.2391226029E+02   -0.4048698826E-02
       529    0.3148765440E+00    0.2079188552E+00    0.3549299312E+01    0.1004710385E+02   -0.2725800877E-02
       530    0.2888247200E+00    0.7069651356E-01    0.3464145419E+01    0.7060401990E+02   -0.8024315080E-02
       531    0.1968955350E+00    0.2487201874E+00    0.3528394619E+01    0.6295958450E+01   -0.3254603216E-02
       532    0.2499555320E+00    0.2079188552E+00    0.3549299312E+01    0.1004710385E+02   -0.2725800877E-02
       533    0.1259982250E+00    0.1225421708E+00    0.3485825516E+01    0.4407504125E+02   -0.5373344884E-02
       534    0.1815750960E+00    0.1837467646E+00    0.3507239238E+01    0.2391226029E+02   -0.4048698826E-02
       535    0.2203264970E+00    0.2487201874E+00    0.3528394619E+01    0.6295958450E+01   -0.3254603216E-02
       536    0.1946254960E+00    0.2079188552E+00    0.3549299312E+01    0.1004710385E+02   -0.2725800877E-02
       537    0.3054629680E+00    0.7069651356E-01    0.3464145419E+01    0.7060401990E+02   -0.8024315080E-02
       538    0.9639382600E-01    0.1225421708E+00    0.3485825516E+01    0.4407504125E+02   -0.5373344884E-02
       539    0.1835679060E+00    0.2487201874E+00    0.3528394619E+01    0.6295958450E+01   -0.3254603216E-02
       540    0.1575847187E+01    0.1649905424E+01   -0.3887343652E+01    0.1009870661E+02   -0.1000419286E-01
       541    0.1462900474E+01    0.1571446850E+01   -0.3873434276E+01    0.8114852033E+01   -0.7352259016E-02
       542    0.1565890814E+01    0.1442383718E+01   -0.3859424281E+01    0.2367582828E+02   -0.6026624722E-02
       543    0.1512368073E+01    0.1336361854E+01   -0.3845311825E+01    0.3817577158E+02   -0.5231515428E-02
       544    0.1403263403E+01    0.1241852169E+01   -0.3831095016E+01    0.5214519838E+02   -0.4701673063E-02
       545    0.1531240953E+01    0.1571446850E+01   -0.3873434276E+01    0.8114852033E+01   -0.7352259016E-02
       546    0.1560280587E+01    0.1336361854E+01   -0.3845311825E+01    0.3817577158E+02   -0.5231515428E-02
       547    0.1317807896E+01    0.1241852169E+01   -0.3831095016E+01    0.5214519838E+02   -0.4701673063E-02
       548    0.1720652447E+01    0.1649905424E+01   -0.3887343652E+01    0.1009870661E+02   -0.1000419286E-01
       549    0.1564291331E+01    0.1571446850E+01   -0.3873434276E+01    0.8114852033E+01   -0.7352259016E-02
       550    0.1616966219E+01    0.1442383718E+01   -0.3859424281E+01    0.2367582828E+02   -0.6026624722E-02
       551    0.1560754007E+01    0.1336361854E+01   -0.3845311825E+01    0.3817577158E+02   -0.5231515428E-02
       552    0.1300884556E+01    0.1241852169E+01   -0.3831095016E+01    0.5214519838E+02   -0.4701673063E-02
       553    0.1718223089E+01    0.1649905424E+01   -0.3887343652E+01    0.1009870661E+02   -0.1000419286E-01
       554    0.1305927814E+01    0.1241852169E+01   -0.3831095016E+01    0.5214519838E+02   -0.4701673063E-02
       555    0.1484157119E+01    0.1483449896E+01   -0.3383756515E+01    0.2805645376E+02   -0.1034933934E-01
       556    0.1388248215E+01    0.1445599983E+01   -0.3346769764E+01    0.9696954707E+01   -0.6371771202E-02
       557    0.1351954063E+01    0.1236424263E+01   -0.3308946913E+01    0.3949261599E+02   -0.5046819543E-02
       558    0.1398990225E+01    0.1505450737E+01   -0.3365364765E+01    0.7190312737E+01   -0.7697405495E-02
       559    0.1457093508E+01    0.1445599983E+01   -0.3346769764E+01    0.9696954707E+01   -0.6371771202E-02
       560    0.1454773297E+01    0.1334554261E+01   -0.3327965804E+01    0.2499267272E+02   -0.5576661908E-02
       561    0.1389575690E+01    0.1236424263E+01   -0.3308946913E+01    0.3949261599E+02   -0.5046819543E-02
       562    0.1509330432E+01    0.1483449896E+01   -0.3383756515E+01    0.2805645376E+02   -0.1034933934E-01
       563    0.1496619976E+01    0.1505450737E+01   -0.3365364765E+01    0.7190312737E+01   -0.7697405495E-02
       564    0.1501759448E+01    0.1445599983E+01   -0.3346769764E+01    0.9696954707E+01   -0.6371771202E-02
       565    0.1484052320E+01    0.1334554261E+01   -0.3327965804E+01    0.2499267272E+02   -0.5576661908E-02
       566    0.1404523039E+01    0.1236424263E+01   -0.3308946913E+01    0.3949261599E+02   -0.5046819543E-02
       567    0.1534736700E+01    0.1483449896E+01   -0.3383756515E+01    0.2805645376E+02   -0.1034933934E-01
       568    0.1424299184E+01    0.1505450737E+01   -0.3365364765E+01    0.7190312737E+01   -0.7697405495E-02
       569    0.1512495664E+01    0.1334554261E+01   -0.3327965804E+01    0.2499267272E+02   -0.5576661908E-02
       570    0.1330698022E+01    0.1268249721E+01   -0.2595590449E+01    0.4281918870E+01   -0.3783343877E-02
       571    0.1354259888E+01    0.1196780830E+01   -0.2564122962E+01    0.1180957386E+02   -0.2988234584E-02
       572    0.1261734861E+01    0.1093664408E+01   -0.2531863563E+01    0.2684003361E+02   -0.2458392219E-02
       573    0.1244760521E+01    0.1219029852E+01   -0.2626312905E+01    0.2249547751E+02   -0.5108978171E-02
       574    0.1427788450E+01    0.1268249721E+01   -0.2595590449E+01    0.4281918870E+01   -0.3783343877E-02
       575    0.1410716808E+01    0.1196780830E+01   -0.2564122962E+01    0.1180957386E+02   -0.2988234584E-02
       576    0.1139383658E+01    0.1184697059E+01   -0.2656332922E+01    0.4601420092E+02   -0.7760912019E-02
       577    0.1451846697E+01    0.1196780830E+01   -0.2564122962E+01    0.1180957386E+02   -0.2988234584E-02
       578    0.1089217790E+01    0.1093664408E+01   -0.2531863563E+01    0.2684003361E+02   -0.2458392219E-02
       579    0.1152010881E+01    0.1184697059E+01   -0.2656332922E+01    0.4601420092E+02   -0.7760912019E-02
       580    0.1502349624E+01    0.1268249721E+01   -0.2595590449E+01    0.4281918870E+01   -0.3783343877E-02
       581    0.1484206189E+01    0.1196780830E+01   -0.2564122962E+01    0.1180957386E+02   -0.2988234584E-02
       582    0.4071468080E+00    0.4978073363E+00    0.1079120529E+01    0.6397194808E+02   -0.8190913596E-02
       583    0.5268023010E+00    0.5259329024E+00    0.1235284639E+01    0.3780064228E+02   -0.5538979748E-02
       584    0.4999705100E+00    0.5671070014E+00    0.1359606670E+01    0.1826079245E+02   -0.4213345454E-02
       585    0.6414813030E+00    0.5259329024E+00    0.1235284639E+01    0.3780064228E+02   -0.5538979748E-02
       586    0.5909938070E+00    0.5136963924E+00    0.1556361120E+01    0.1418745122E+02   -0.2888393796E-02
       587    0.5233491010E+00    0.5259329024E+00    0.1235284639E+01    0.3780064228E+02   -0.5538979748E-02
       588    0.6051014780E+00    0.6145691661E+00    0.1464591888E+01    0.1373525004E+01   -0.3418236161E-02
       589    0.6198555820E+00    0.5136963924E+00    0.1556361120E+01    0.1418745122E+02   -0.2888393796E-02
       590    0.4646472100E+00    0.4978073363E+00    0.1079120529E+01    0.6397194808E+02   -0.8190913596E-02
       591    0.6012338950E+00    0.5259329024E+00    0.1235284639E+01    0.3780064228E+02   -0.5538979748E-02
       592    0.5645656710E+00    0.5671070014E+00    0.1359606670E+01    0.1826079245E+02   -0.4213345454E-02
       593    0.5798793360E+00    0.6145691661E+00    0.1464591888E+01    0.1373525004E+01   -0.3418236161E-02
       594    0.6077898550E+00    0.5136963924E+00    0.1556361120E+01    0.1418745122E+02   -0.2888393796E-02
       595    0.2114283850E+00    0.1204600296E+00    0.2770117467E+01    0.8192969524E+02   -0.7966208306E-02
       596    0.2910661610E+00    0.1837059728E+00    0.2797146566E+01    0.5310580705E+02   -0.5314274458E-02
       597    0.2882651620E+00    0.2478212115E+00    0.2823663152E+01    0.3223966602E+02   -0.3988640165E-02
       598    0.2443453900E+00    0.3123302958E+00    0.2849690852E+01    0.1455662387E+02   -0.3193530871E-02
       599    0.3037037040E+00    0.3606225757E+00    0.2875251595E+01    0.1534868837E+01   -0.2663688506E-02
       600    0.1826572310E+00    0.1204600296E+00    0.2770117467E+01    0.8192969524E+02   -0.7966208306E-02
       601    0.2672895120E+00    0.1837059728E+00    0.2797146566E+01    0.5310580705E+02   -0.5314274458E-02
       602    0.2857616910E+00    0.2478212115E+00    0.2823663152E+01    0.3223966602E+02   -0.3988640165E-02
       603    0.3063628430E+00    0.3123302958E+00    0.2849690852E+01    0.1455662387E+02   -0.3193530871E-02
       604    0.3405112040E+00    0.3606225757E+00    0.2875251595E+01    0.1534868837E+01   -0.2663688506E-02
       605    0.1650188600E+00    0.1204600296E+00    0.2770117467E+01    0.8192969524E+02   -0.7966208306E-02
       606    0.2527574890E+00    0.1837059728E+00    0.2797146566E+01    0.5310580705E+02   -0.5314274458E-02
       607    0.1581174090E+00    0.1204600296E+00    0.2770117467E+01    0.8192969524E+02   -0.7966208306E-02
       608    0.2467599560E+00    0.1837059728E+00    0.2797146566E+01    0.5310580705E+02   -0.5314274458E-02
       609    0.2568235230E+00    0.2478212115E+00    0.2823663152E+01    0.3223966602E+02   -0.3988640165E-02
       610    0.2458962400E+00    0.3123302958E+00    0.2849690852E+01    0.1455662387E+02   -0.3193530871E-02
       611    0.2406015040E+00    0.3606225757E+00    0.2875251595E+01    0.1534868837E+01   -0.2663688506E-02
       612    0.1637142899E+01    0.1689578216E+01   -0.4289985754E+01    0.1466872259E+02   -0.9972976030E-02
       613    0.1670345588E+01    0.1531352192E+01   -0.4270934405E+01    0.1931044459E+02   -0.5994724663E-02
       614    0.1648836077E+01    0.1428061373E+01   -0.4261344659E+01    0.3343523921E+02   -0.5199265216E-02
       615    0.1517185236E+01    0.1336860994E+01   -0.4251711557E+01    0.4692341406E+02   -0.4669066833E-02
       616    0.1743457837E+01    0.1689578216E+01   -0.4289985754E+01    0.1466872259E+02   -0.9972976030E-02
       617    0.1665250233E+01    0.1658830896E+01   -0.4280481277E+01    0.3912410446E+01   -0.7320703373E-02
       618    0.1708874297E+01    0.1531352192E+01   -0.4270934405E+01    0.1931044459E+02   -0.5994724663E-02
       619    0.1656264447E+01    0.1428061373E+01   -0.4261344659E+01    0.3343523921E+02   -0.5199265216E-02
       620    0.1619928259E+01    0.1531683217E+01   -0.3891958060E+01    0.3421801918E+02   -0.1031812251E-01
       621    0.1365832848E+01    0.1559592140E+01   -0.3880401429E+01    0.1245378728E+02   -0.7665849853E-02
       622    0.1541656935E+01    0.1447972101E+01   -0.3857079371E+01    0.1961552058E+02   -0.5544411696E-02
       623    0.1562563493E+01    0.1531683217E+01   -0.3891958060E+01    0.3421801918E+02   -0.1031812251E-01
       624    0.1529428852E+01    0.1556721144E+01   -0.3868775548E+01    0.4535796293E+01   -0.6339871143E-02
       625    0.1543618206E+01    0.1447972101E+01   -0.3857079371E+01    0.1961552058E+02   -0.5544411696E-02
       626    0.1463423868E+01    0.1559592140E+01   -0.3880401429E+01    0.1245378728E+02   -0.7665849853E-02
       627    0.1576514283E+01    0.1556721144E+01   -0.3868775548E+01    0.4535796293E+01   -0.6339871143E-02
       628    0.1543754945E+01    0.1353014699E+01   -0.3845311825E+01    0.3374031520E+02   -0.5014213313E-02
       629    0.1356127306E+01    0.1260877290E+01   -0.3389842883E+01    0.5376731576E+02   -0.7729695185E-02
       630    0.1213763978E+01    0.1305244491E+01   -0.3374585699E+01    0.2881998500E+02   -0.5077422528E-02
       631    0.1355781364E+01    0.1358903977E+01   -0.3359189291E+01    0.1023885200E+02   -0.3751443819E-02
       632    0.1435901358E+01    0.1255147092E+01   -0.3327965804E+01    0.2055721634E+02   -0.2425785989E-02
       633    0.1291089283E+01    0.1260877290E+01   -0.3389842883E+01    0.5376731576E+02   -0.7729695185E-02
       634    0.1466244143E+01    0.1354150112E+01   -0.3343650440E+01    0.5795801942E+01   -0.2955984372E-02
       635    0.1427631302E+01    0.1255147092E+01   -0.3327965804E+01    0.2055721634E+02   -0.2425785989E-02
       636    0.1298093211E+01    0.1260877290E+01   -0.3389842883E+01    0.5376731576E+02   -0.7729695185E-02
       637    0.1356004282E+01    0.1305244491E+01   -0.3374585699E+01    0.2881998500E+02   -0.5077422528E-02
       638    0.1470433173E+01    0.1358903977E+01   -0.3359189291E+01    0.1023885200E+02   -0.3751443819E-02
       639    0.1499886520E+01    0.1354150112E+01   -0.3343650440E+01    0.5795801942E+01   -0.2955984372E-02
       640    0.8385344400E+00    0.1112927427E+01   -0.2641408209E+01    0.4518618272E+02   -0.5507424105E-02
       641    0.1347348769E+01    0.1234345378E+01   -0.2590398816E+01    0.8023916692E+01   -0.3385985949E-02
       642    0.9901740400E+00    0.1216212259E+01   -0.2564122962E+01    0.7374117477E+01   -0.2855787566E-02
       643    0.9702713940E+00    0.1112927427E+01   -0.2641408209E+01    0.4518618272E+02   -0.5507424105E-02
       644    0.1354269255E+01    0.1173519400E+01   -0.2616152156E+01    0.2501350029E+02   -0.4181445396E-02
       645    0.1381961174E+01    0.1234345378E+01   -0.2590398816E+01    0.8023916692E+01   -0.3385985949E-02
       646    0.8809704760E+00    0.1053044864E+01   -0.2666190307E+01    0.7331661235E+02   -0.8159696762E-02
       647    0.1072534142E+01    0.1112927427E+01   -0.2641408209E+01    0.4518618272E+02   -0.5507424105E-02
       648    0.1336080772E+01    0.1234345378E+01   -0.2590398816E+01    0.8023916692E+01   -0.3385985949E-02
       649    0.4277002410E+00    0.3448932732E+00    0.1015491297E+01    0.9286590894E+02   -0.7934991472E-02
       650    0.5955642040E+00    0.4020542369E+00    0.1162447352E+01    0.6155238045E+02   -0.5282718816E-02
       651    0.5945945950E+00    0.4563236721E+00    0.1279438862E+01    0.3978814859E+02   -0.3956740106E-02
       652    0.5724390930E+00    0.5104420324E+00    0.1378233734E+01    0.2184363533E+02   -0.3161280659E-02
       653    0.4160415210E+00    0.3448932732E+00    0.1015491297E+01    0.9286590894E+02   -0.7934991472E-02
       654    0.6519319340E+00    0.5104420324E+00    0.1378233734E+01    0.2184363533E+02   -0.3161280659E-02
       655    0.7304746690E+00    0.5650253616E+00    0.1464591888E+01    0.5808981385E+01   -0.2631082276E-02
       656    0.4105175350E+00    0.3448932732E+00    0.1015491297E+01    0.9286590894E+02   -0.7934991472E-02
       657    0.5584050830E+00    0.4020542369E+00    0.1162447352E+01    0.6155238045E+02   -0.5282718816E-02
       658    0.6016052460E+00    0.4563236721E+00    0.1279438862E+01    0.3978814859E+02   -0.3956740106E-02
       659    0.7023638490E+00    0.5650253616E+00    0.1464591888E+01    0.5808981385E+01   -0.2631082276E-02
       660    0.1630168643E+01    0.1720538654E+01   -0.4627659472E+01    0.1897825982E+02   -0.9954269864E-02
       661    0.1666891949E+01    0.1733712342E+01   -0.4620663235E+01    0.1006869865E+00   -0.7301853687E-02
       662    0.1727557719E+01    0.1606813615E+01   -0.4613645747E+01    0.1546601841E+02   -0.5975729786E-02
       663    0.1712835287E+01    0.1505243350E+01   -0.4606606846E+01    0.2934590374E+02   -0.5180123450E-02
       664    0.1660926566E+01    0.1416335573E+01   -0.4599546368E+01    0.4248306597E+02   -0.4649776454E-02
       665    0.1829306215E+01    0.1720538654E+01   -0.4627659472E+01    0.1897825982E+02   -0.9954269864E-02
       666    0.1716885943E+01    0.1733712342E+01   -0.4620663235E+01    0.1006869865E+00   -0.7301853687E-02
       667    0.1703329810E+01    0.1505243350E+01   -0.4606606846E+01    0.2934590374E+02   -0.5180123450E-02
       668    0.1614747903E+01    0.1416335573E+01   -0.4599546368E+01    0.4248306597E+02   -0.4649776454E-02
       669    0.1704817997E+01    0.1564324165E+01   -0.4292693597E+01    0.4011910583E+02   -0.1029941634E-01
       670    0.1384467524E+01    0.1598293060E+01   -0.4284559788E+01    0.1732654369E+02   -0.7647000167E-02
       671    0.1559470759E+01    0.1645836047E+01   -0.4276394979E+01    0.1044045936E+00   -0.6320876266E-02
       672    0.1598350679E+01    0.1539227313E+01   -0.4268198873E+01    0.1488956534E+02   -0.5525269930E-02
       673    0.1588975409E+01    0.1446150519E+01   -0.4259971168E+01    0.2876945063E+02   -0.4994922934E-02
       674    0.1455863966E+01    0.1598293060E+01   -0.4284559788E+01    0.1732654369E+02   -0.7647000167E-02
       675    0.1612188038E+01    0.1645836047E+01   -0.4276394979E+01    0.1044045936E+00   -0.6320876266E-02
       676    0.1593758118E+01    0.1446150519E+01   -0.4259971168E+01    0.2876945063E+02   -0.4994922934E-02
       677    0.1214272370E+01    0.1355520308E+01   -0.3885362690E+01    0.3475377436E+02   -0.5058572842E-02
       678    0.1409107424E+01    0.1412726808E+01   -0.3875427448E+01    0.1567482760E+02   -0.3732448942E-02
       679    0.1477573347E+01    0.1369383570E+01   -0.3855402687E+01    0.1505583529E+02   -0.2406495610E-02
       680    0.1328367061E+01    0.1355520308E+01   -0.3885362690E+01    0.3475377436E+02   -0.5058572842E-02
       681    0.1542296277E+01    0.1466733539E+01   -0.3865441002E+01    0.4332269296E+00   -0.2936842605E-02
       682    0.1528148722E+01    0.1369383570E+01   -0.3855402687E+01    0.1505583529E+02   -0.2406495610E-02
       683    0.1377580373E+01    0.1325315048E+01   -0.3354764298E+01    0.1402311148E+02   -0.3366844182E-02
       684    0.1068051730E+01    0.1121607728E+01   -0.3394176944E+01    0.8240079787E+02   -0.8140990596E-02
       685    0.1256877298E+01    0.1194583588E+01   -0.3381141356E+01    0.5218100504E+02   -0.5488574419E-02
       686    0.1477432269E+01    0.1325315048E+01   -0.3354764298E+01    0.1402311148E+02   -0.3366844182E-02
       687    0.1470776381E+01    0.1373741754E+01   -0.3341418783E+01    0.1342219953E+01   -0.2836497187E-02
       688    0.9386725870E+00    0.9758096424E+00   -0.2652085846E+01    0.6960823571E+02   -0.5263869130E-02
       689    0.1067197730E+01    0.1051053504E+01   -0.2630643541E+01    0.4681567362E+02   -0.3937745229E-02
       690    0.5757547110E+00    0.1119731343E+01   -0.2608845868E+01    0.2847944988E+02   -0.3142138893E-02
       691    0.4400686670E+00    0.1185094979E+01   -0.2586677727E+01    0.1237139539E+02   -0.2611791897E-02
       692    0.6486283350E+00    0.8842392563E+00   -0.2673186921E+01    0.1035416439E+03   -0.7916285306E-02
       693    0.8532832750E+00    0.9758096424E+00   -0.2652085846E+01    0.6960823571E+02   -0.5263869130E-02
       694    0.1669590912E+01    0.1745633665E+01   -0.4921639706E+01    0.2310273650E+02   -0.9942175429E-02
       695    0.1727699236E+01    0.1763304492E+01   -0.4916229716E+01    0.3433445637E+01   -0.7289690102E-02
       696    0.1771474347E+01    0.1673139007E+01   -0.4910807793E+01    0.1199171340E+02   -0.5963496451E-02
       697    0.1749073426E+01    0.1572642828E+01   -0.4905373871E+01    0.2571921968E+02   -0.5167819764E-02
       698    0.1803716056E+01    0.1745633665E+01   -0.4921639706E+01    0.2310273650E+02   -0.9942175429E-02
       699    0.1780719049E+01    0.1763304492E+01   -0.4916229716E+01    0.3433445637E+01   -0.7289690102E-02
       700    0.1804990261E+01    0.1673139007E+01   -0.4910807793E+01    0.1199171340E+02   -0.5963496451E-02
       701    0.1765524346E+01    0.1572642828E+01   -0.4905373871E+01    0.2571921968E+02   -0.5167819764E-02
       702    0.1616889376E+01    0.1677719877E+01   -0.4617157157E+01    0.4374484323E+01   -0.6308642931E-02
       703    0.1641279204E+01    0.1617168431E+01   -0.4611008677E+01    0.1062626150E+02   -0.5512966244E-02
       704    0.1628648579E+01    0.1525239820E+01   -0.4604843756E+01    0.2435376781E+02   -0.4982548282E-02
       705    0.1707701580E+01    0.1587808357E+01   -0.4629405230E+01    0.4583513195E+02   -0.1028732191E-01
       706    0.1679107197E+01    0.1677719877E+01   -0.4617157157E+01    0.4374484323E+01   -0.6308642931E-02
       707    0.1673885692E+01    0.1525239820E+01   -0.4604843756E+01    0.2435376781E+02   -0.4982548282E-02
       708    0.1464438564E+01    0.1450754589E+01   -0.4280481277E+01    0.2074068205E+02   -0.3720215607E-02
       709    0.1531714434E+01    0.1461979523E+01   -0.4266144921E+01    0.1010963599E+02   -0.2394120958E-02
       710    0.1389157052E+01    0.1389933107E+01   -0.4287613584E+01    0.4040997290E+02   -0.5046409257E-02
       711    0.1534961271E+01    0.1450754589E+01   -0.4280481277E+01    0.2074068205E+02   -0.3720215607E-02
       712    0.1578889584E+01    0.1510749489E+01   -0.4273325123E+01    0.4466696685E+01   -0.2924538920E-02
       713    0.1125127753E+01    0.1155041697E+01   -0.3897710728E+01    0.9129992286E+02   -0.8128896161E-02
       714    0.1218238929E+01    0.1240419827E+01   -0.3889075338E+01    0.5889823653E+02   -0.5476410834E-02
       715    0.1453854921E+01    0.1442802925E+01   -0.3862936312E+01    0.4134495826E+01   -0.2824122535E-02
       716    0.1227749057E+01    0.1155041697E+01   -0.3897710728E+01    0.9129992286E+02   -0.8128896161E-02
       717    0.1424920061E+01    0.1312363315E+01   -0.3880401429E+01    0.3710687977E+02   -0.4150217183E-02
       718    0.1486274377E+01    0.1378929143E+01   -0.3871688567E+01    0.1955965487E+02   -0.3354540497E-02
       719    0.1510142588E+01    0.1442802925E+01   -0.3862936312E+01    0.4134495826E+01   -0.2824122535E-02
       720    0.1122062956E+01    0.1052551151E+01   -0.3386041468E+01    0.7738650017E+02   -0.5251705545E-02
       721    0.1292136683E+01    0.1135415857E+01   -0.3374585699E+01    0.5347307749E+02   -0.3925511894E-02
       722    0.1355113807E+01    0.1208347899E+01   -0.3363051620E+01    0.3465261305E+02   -0.3129835207E-02
       723    0.8378659770E+00    0.9448739957E+00   -0.3397420241E+01    0.1140323183E+03   -0.7904190872E-02
       724    0.1167730877E+01    0.1052551151E+01   -0.3386041468E+01    0.7738650017E+02   -0.5251705545E-02
       725    0.1439207380E+01    0.1208347899E+01   -0.3363051620E+01    0.3465261305E+02   -0.3129835207E-02
       726    0.1449719350E+01    0.1276307061E+01   -0.3351437877E+01    0.1837862764E+02   -0.2599417245E-02
