    0.5330181560E+00    0.1799874017E+00    0.1799874017E+00   -0.2265159823E+01    0.6834350214E+00   -0.4095634449E+00    0.2714417617E+01    0.6834350214E+00   -0.1291238179E+00    0.1541349149E+01   -0.2694074352E+01    0.3580443020E+01    0.1065697474E+00   -0.3440997859E+00    0.7047817224E+00    0.2833783824E+01   -0.2796860764E+00   -0.1725081222E+00    0.1378990406E+00    0.4378516502E-01   -0.2800828910E+01   -0.1517641630E+00   -0.2839783145E+01    0.2948175440E+01    0.4197809468E+02   -0.2932274931E+01    0.8302873644E-01    0.3034600539E+01    0.2944214704E+01    0.2944745312E+01    0.2944811803E+01    0.2944878295E+01    0.2945408902E+01    0.2982422421E+01   -0.2907201186E+01    0.2957348676E+01    0.4173231536E+00   -0.2460543001E+00    0.1249602985E+00    0.1481829407E+01    0.1260983019E+02
    0.7650572350E+00   -0.3937307773E+00   -0.3937307773E+00   -0.2908906924E+01    0.9615692044E+00   -0.6956055953E+00    0.3107232506E+01    0.9615692044E+00   -0.1581545162E+00    0.1384383238E+01   -0.2128717580E+01    0.1932586134E+01    0.6523533548E-01   -0.4752592783E+00    0.8478027977E+00    0.2900098384E+01   -0.3223721241E+00   -0.1859793771E+00    0.1778062605E+00    0.5645634967E-01   -0.2227056075E+01   -0.1756497544E+00   -0.2244587670E+01    0.2293174968E+01    0.3321439160E+02   -0.2279358715E+01    0.1224847000E+00    0.2390338844E+01    0.2286846647E+01    0.2287251150E+01    0.2287287196E+01    0.2287323242E+01    0.2287727745E+01    0.2315036879E+01   -0.2259537513E+01    0.2295215677E+01    0.5124152121E+00   -0.2850726133E+00    0.1666774952E+00    0.1394189642E+01    0.1001747555E+02
    0.6684919800E+00   -0.3471927387E-01   -0.3471927387E-01   -0.2836396308E+01    0.7851583048E+00   -0.6137368507E+00    0.3107232506E+01    0.7851583048E+00   -0.1416291739E+00    0.1484133862E+01   -0.2472997629E+01    0.3496249099E+01    0.7260902478E-01   -0.4168796852E+00    0.8068684253E+00    0.2853678192E+01   -0.2995733327E+00   -0.1843482391E+00    0.1559650096E+00    0.4952140095E-01   -0.2563054521E+01   -0.1629779566E+00   -0.2591072403E+01    0.2661117335E+01    0.3858619502E+02   -0.2648002136E+01    0.1086861712E+00    0.2747001635E+01    0.2656701100E+01    0.2657171024E+01    0.2657212899E+01    0.2657254775E+01    0.2657724698E+01    0.2689450572E+01   -0.2624975227E+01    0.2666423663E+01    0.4785719770E+00   -0.2627851683E+00    0.1424839296E+00    0.1444243464E+01    0.1163761390E+02
    0.7459270490E+00   -0.5231801406E+00   -0.5231801406E+00   -0.2650227231E+01    0.1091018568E+01   -0.6334538200E+00    0.2884499141E+01    0.1091018568E+01   -0.1576232404E+00    0.1390088845E+01   -0.2134264026E+01    0.2062035497E+01    0.8507379556E-01   -0.4617401470E+00    0.8167269100E+00    0.3029547747E+01   -0.3129551608E+00   -0.1825023333E+00    0.1772470081E+00    0.5631302313E-01   -0.2258089741E+01   -0.1733561669E+00   -0.2275865635E+01    0.2325129990E+01    0.3367722877E+02   -0.2311121210E+01    0.1131177588E+00    0.2423647828E+01    0.2318822207E+01    0.2319123625E+01    0.2319160173E+01    0.2319196721E+01    0.2319498138E+01    0.2343626582E+01   -0.2294693764E+01    0.2327199136E+01    0.4885255228E+00   -0.2790688971E+00    0.1587197480E+00    0.1404725316E+01    0.1015706745E+02
    0.6939732320E+00   -0.3372387053E+00   -0.3372387053E+00   -0.2606925064E+01    0.9985968312E+00   -0.5850380174E+00    0.2884499141E+01    0.9985968312E+00   -0.1496672816E+00    0.1427824694E+01   -0.2282278461E+01    0.2843866980E+01    0.8901087903E-01   -0.4382107228E+00    0.7925190087E+00    0.3003021923E+01   -0.3016070720E+00   -0.1817808394E+00    0.1682148282E+00    0.5344341558E-01   -0.2403458184E+01   -0.1674474118E+00   -0.2425984176E+01    0.2484729440E+01    0.3601279547E+02   -0.2471400958E+01    0.1062475307E+00    0.2575769463E+01    0.2479636031E+01    0.2479958352E+01    0.2479997435E+01    0.2480036518E+01    0.2480358839E+01    0.2506160626E+01   -0.2453834244E+01    0.2488593912E+01    0.4735510766E+00   -0.2679545773E+00    0.1465638360E+00    0.1429443440E+01    0.1086147543E+02
    0.1123038603E+01   -0.7327539678E+00   -0.7327539678E+00   -0.3304157881E+01    0.1136733832E+01   -0.8212037408E+00    0.3419951893E+01    0.1136733832E+01   -0.1775068274E+00    0.1287267374E+01   -0.1811674484E+01    0.2007310835E+01    0.4367469243E-01   -0.5578124179E+00    0.9106018704E+00    0.2969065526E+01   -0.3566502740E+00   -0.2007084648E+00    0.1986733195E+00    0.6308197679E-01   -0.1891263137E+01   -0.1908347620E+00   -0.1901351738E+01    0.1931913915E+01    0.2832844371E+02   -0.1917682500E+01    0.1417896363E+00    0.2036923847E+01    0.1922907561E+01    0.1923239673E+01    0.1923261869E+01    0.1923284066E+01    0.1923616177E+01    0.1945579346E+01   -0.1900944392E+01    0.1928841239E+01    0.5801801872E+00   -0.3145805655E+00    0.2049639396E+00    0.1336022019E+01    0.8570874151E+01
    0.6448720580E+00   -0.5573684016E-01   -0.5573684016E-01   -0.3205310730E+01    0.7952593239E+00   -0.6996474952E+00    0.3419951893E+01    0.7952593239E+00   -0.1448354492E+00    0.1486768621E+01   -0.2449240196E+01    0.3421524398E+01    0.5382967325E-01   -0.4487837118E+00    0.8498237476E+00    0.2855888677E+01   -0.3073906029E+00   -0.1875567127E+00    0.1598410988E+00    0.5075212165E-01   -0.2521145164E+01   -0.1663211209E+00   -0.2546780120E+01    0.2603866310E+01    0.3829780880E+02   -0.2592554624E+01    0.1202055132E+00    0.2685465254E+01    0.2599618493E+01    0.2600067482E+01    0.2600097489E+01    0.2600127496E+01    0.2600576485E+01    0.2630268948E+01   -0.2569926030E+01    0.2607640354E+01    0.5128441991E+00   -0.2679962153E+00    0.1487912833E+00    0.1434333157E+01    0.1158714199E+02
    0.8951291350E+00   -0.5436138530E+00   -0.5436138530E+00   -0.3280001829E+01    0.1037878423E+01   -0.7892132768E+00    0.3419951893E+01    0.1037878423E+01   -0.1680308996E+00    0.1337142686E+01   -0.1971065912E+01    0.1714417617E+01    0.4616629962E-01   -0.5305552414E+00    0.8946066384E+00    0.2926624207E+01   -0.3414783571E+00   -0.1922914247E+00    0.1889652643E+00    0.5999951300E-01   -0.2050551010E+01   -0.1839168419E+00   -0.2063865427E+01    0.2099131698E+01    0.3082078498E+02   -0.2086400531E+01    0.1362435200E+00    0.2195522422E+01    0.2092085294E+01    0.2092446625E+01    0.2092470774E+01    0.2092494923E+01    0.2092856254E+01    0.2116751747E+01   -0.2068189802E+01    0.2098541017E+01    0.5617411584E+00   -0.3006456970E+00    0.1863237292E+00    0.1363504348E+01    0.9324941109E+01
    0.8720895700E+00   -0.3696815666E+00   -0.3696815666E+00   -0.3255484636E+01    0.9494802126E+00   -0.7583272731E+00    0.3419951893E+01    0.9494802126E+00   -0.1595154155E+00    0.1387017998E+01   -0.2130457340E+01    0.2007310836E+01    0.4869138917E-01   -0.5032980649E+00    0.8791636365E+00    0.2896308980E+01   -0.3284789214E+00   -0.1886774251E+00    0.1792572091E+00    0.5691704922E-01   -0.2208636056E+01   -0.1775798794E+00   -0.2225608055E+01    0.2267030325E+01    0.3331312625E+02   -0.2255118562E+01    0.1307992990E+00    0.2357152520E+01    0.2261263027E+01    0.2261653577E+01    0.2261679679E+01    0.2261705781E+01    0.2262096331E+01    0.2287924147E+01   -0.2235435211E+01    0.2268240796E+01    0.5444380696E+00   -0.2884228964E+00    0.1713538877E+00    0.1388920567E+01    0.1007900807E+02
    0.8040688430E+00   -0.4991309299E+00   -0.4991309299E+00   -0.3054636426E+01    0.1078929576E+01   -0.7216154351E+00    0.3239611801E+01    0.1078929576E+01   -0.1607859598E+00    0.1377164846E+01   -0.2117388605E+01    0.2136760199E+01    0.6365406854E-01   -0.4965698199E+00    0.8608077176E+00    0.3025758343E+01   -0.3203479191E+00   -0.1871607907E+00    0.1808455363E+00    0.5745630902E-01   -0.2215557346E+01   -0.1772232124E+00   -0.2232582530E+01    0.2274134607E+01    0.3341752091E+02   -0.2262185516E+01    0.1227919019E+00    0.2364539222E+01    0.2268450965E+01    0.2268741010E+01    0.2268767194E+01    0.2268793377E+01    0.2269083422E+01    0.2291659986E+01   -0.2245874402E+01    0.2275348872E+01    0.5266618900E+00   -0.2832595449E+00    0.1645329616E+00    0.1397982232E+01    0.1011059305E+02
