    0.5330181560E+00    0.1799874017E+00    0.1799874017E+00   -0.2265159823E+01    0.6834350214E+00   -0.4095634449E+00    0.2714417617E+01    0.6834350214E+00   -0.1291238179E+00    0.1541349149E+01   -0.2694074352E+01    0.3580443020E+01    0.1065697474E+00   -0.3440997859E+00    0.7047817224E+00    0.2833783824E+01   -0.2796860764E+00   -0.1725081222E+00    0.1378990406E+00    0.4378516502E-01   -0.2800828910E+01   -0.1517641630E+00   -0.2839783145E+01    0.2948175440E+01    0.4197809468E+02   -0.2932274931E+01    0.8302873644E-01    0.3034600539E+01    0.2944214704E+01    0.2944745312E+01    0.2944811803E+01    0.2944878295E+01    0.2945408902E+01    0.2982422421E+01   -0.2907201186E+01    0.2957348676E+01    0.4173231536E+00   -0.2460543001E+00    0.1249602985E+00    0.1481829407E+01    0.1260983019E+02    0.9497123242E-01    0.9521807743E-01    0.5087026680E+00    0.5087026680E+00    0.6134224231E+00    0.6134224231E+00    0.2366921006E+05    0.2089715835E-01    0.1755524047E-02    0.4787447518E+01    0.2336846006E+05    0.8110084674E+00    0.3201801882E+00    0.1026741699E+01   -0.9994551788E+00   -0.2914368472E+00    0.1655796216E+01    0.4847273158E+01    0.2807064435E+04    0.9763147322E+02    0.8597765847E+00    0.3180896521E+03    0.3264672326E+03    0.3750686342E+03    0.3348448130E+03    0.5504500860E+02    0.5092011830E+02    0.8565368088E+00    0.8443418007E+00    0.3627401791E+03    0.3376431911E+03   -0.5641267939E+03    0.3180896521E+03    0.3264672326E+03    0.3348448130E+03    0.9417552073E+00    0.3523903529E+03    0.8602146771E+00    0.8609200725E+00    0.8610084674E+00    0.2494268035E-01    0.7937296940E-02    0.4157113392E-03    0.3690865256E-02    0.3934609866E-02    0.3891314074E-04   -0.4257467004E-02    0.3720737060E-04    0.2847179806E-04    0.1930270166E-04    0.2579814989E-04    0.4031509723E-02    0.3437250668E-02    0.1977282345E-02    0.7361859449E-04   -0.2267227413E-02    0.2750877170E-04    0.4195744823E-03    0.2233191290E-02    0.2182644601E-02   -0.1607333089E+00    0.2501947121E-03    0.4250371535E-04    0.8046350786E-03    0.2011236526E-02   -0.1156272162E-05    0.2120559808E-03    0.8031770652E-03    0.1949627841E-02   -0.1076989248E-05    0.8864160919E-03   -0.6468971211E-04   -0.1065447659E+00   -0.3105338914E-02    0.2672869758E-03    0.6468971211E-04    0.1310089404E-03    0.1949005839E-02    0.1445863410E-03   -0.1310089404E-03
    0.7650572350E+00   -0.3937307773E+00   -0.3937307773E+00   -0.2908906924E+01    0.9615692044E+00   -0.6956055953E+00    0.3107232506E+01    0.9615692044E+00   -0.1581545162E+00    0.1384383238E+01   -0.2128717580E+01    0.1932586134E+01    0.6523533548E-01   -0.4752592783E+00    0.8478027977E+00    0.2900098384E+01   -0.3223721241E+00   -0.1859793771E+00    0.1778062605E+00    0.5645634967E-01   -0.2227056075E+01   -0.1756497544E+00   -0.2244587670E+01    0.2293174968E+01    0.3321439160E+02   -0.2279358715E+01    0.1224847000E+00    0.2390338844E+01    0.2286846647E+01    0.2287251150E+01    0.2287287196E+01    0.2287323242E+01    0.2287727745E+01    0.2315036879E+01   -0.2259537513E+01    0.2295215677E+01    0.5124152121E+00   -0.2850726133E+00    0.1666774952E+00    0.1394189642E+01    0.1001747555E+02    0.5127049410E-01    0.5108311043E-01    0.2857763448E+00    0.2857763448E+00    0.3456162048E+00    0.3456162048E+00    0.8044244086E+04    0.1095795320E+00    0.6769715668E-04    0.2693545883E+01    0.7576410753E+04    0.5089862551E+00    0.1881788714E+00    0.6682457318E+00   -0.9701074950E+00   -0.1479742584E+00    0.1557498016E+01    0.2729891581E+01    0.1444455093E+04    0.6237495907E+02    0.5115924830E+00    0.1937549837E+03    0.1991405711E+03    0.2249018560E+03    0.2045261585E+03    0.3364905724E+02    0.3057657968E+02    0.5483775351E+00    0.5447005408E+00    0.2270764729E+03    0.2109426949E+03   -0.1390956200E+03    0.1937549837E+03    0.1991405711E+03    0.2045261585E+03    0.6619827807E+00    0.2166356262E+03    0.5581924648E+00    0.5589213071E+00    0.5589862551E+00    0.3507955675E-01    0.1116389137E-01    0.5011365250E-03    0.4408253532E-02    0.4597755462E-02    0.1912800202E-03   -0.4818847223E-02    0.1855526464E-03    0.1348768675E-03    0.7891850188E-04    0.1222112364E-03    0.4402930614E-02    0.4008292710E-02    0.2297709624E-02    0.3766894810E-03   -0.3022969884E-02    0.1044842939E-03    0.9831818044E-03    0.2977588387E-02    0.2437706609E-02   -0.1859876192E+00    0.5117591472E-03    0.2013489970E-03    0.2683729833E-02    0.2721540338E-02   -0.1880960627E-04    0.4843033716E-03    0.7367923182E-03    0.2016088338E-02   -0.1755455047E-04    0.8131514153E-03    0.2931766187E-03   -0.1340896627E+00   -0.2349374494E-02    0.4129318444E-03    0.2931766187E-03   -0.5617875656E-03    0.2010632333E-02   -0.6200096591E-03   -0.5617875656E-03
    0.6684919800E+00   -0.3471927387E-01   -0.3471927387E-01   -0.2836396308E+01    0.7851583048E+00   -0.6137368507E+00    0.3107232506E+01    0.7851583048E+00   -0.1416291739E+00    0.1484133862E+01   -0.2472997629E+01    0.3496249099E+01    0.7260902478E-01   -0.4168796852E+00    0.8068684253E+00    0.2853678192E+01   -0.2995733327E+00   -0.1843482391E+00    0.1559650096E+00    0.4952140095E-01   -0.2563054521E+01   -0.1629779566E+00   -0.2591072403E+01    0.2661117335E+01    0.3858619502E+02   -0.2648002136E+01    0.1086861712E+00    0.2747001635E+01    0.2656701100E+01    0.2657171024E+01    0.2657212899E+01    0.2657254775E+01    0.2657724698E+01    0.2689450572E+01   -0.2624975227E+01    0.2666423663E+01    0.4785719770E+00   -0.2627851683E+00    0.1424839296E+00    0.1444243464E+01    0.1163761390E+02    0.4238902891E-01    0.4257641258E-01    0.4484303286E+00    0.4484303286E+00    0.5282168087E+00    0.5282168087E+00    0.1868880620E+05    0.1592000899E-01    0.8929262744E-03    0.4068924197E+01    0.1833793120E+05    0.7131659365E+00    0.2726820856E+00    0.9455376360E+00   -0.9976402556E+00   -0.2331810325E+00    0.1651714038E+01    0.4105269895E+01    0.2577223592E+04    0.9199955438E+02    0.7570056385E+00    0.3099966132E+03    0.3171773964E+03    0.3581924430E+03    0.3243581796E+03    0.4971206991E+02    0.4599002842E+02    0.7571102326E+00    0.7488802222E+00    0.3527401791E+03    0.3312284751E+03   -0.3501642307E+03    0.3099966132E+03    0.3171773964E+03    0.3243581796E+03    0.8694975155E+00    0.3405041365E+03    0.7623721463E+00    0.7631009886E+00    0.7631659365E+00    0.2683738206E-01    0.8540860996E-02    0.3833911723E-03    0.3749515679E-02    0.3934609866E-02    0.7038946250E-04   -0.4162019805E-02    0.6828183640E-04    0.4963356965E-04    0.3196414689E-04    0.4497272237E-04    0.3739785018E-02    0.3492512802E-02    0.2023245787E-02    0.1386186078E-03   -0.2267227413E-02    0.4439749023E-04    0.5735997054E-03    0.2233191290E-02    0.2222223189E-02   -0.1660245256E+00    0.3125923292E-03    0.7409476253E-04    0.9267295247E-03    0.2018958890E-02   -0.3124180189E-05    0.2825482226E-03    0.5154288799E-03    0.1957288343E-02   -0.2915721786E-05    0.5688464887E-03    0.9888489549E-04   -0.1139810361E+00   -0.1873681553E-02    0.2813801092E-03    0.9888489549E-04   -0.1948990098E-03    0.1956045527E-02   -0.2150977986E-03   -0.1948990098E-03
    0.7459270490E+00   -0.5231801406E+00   -0.5231801406E+00   -0.2650227231E+01    0.1091018568E+01   -0.6334538200E+00    0.2884499141E+01    0.1091018568E+01   -0.1576232404E+00    0.1390088845E+01   -0.2134264026E+01    0.2062035497E+01    0.8507379556E-01   -0.4617401470E+00    0.8167269100E+00    0.3029547747E+01   -0.3129551608E+00   -0.1825023333E+00    0.1772470081E+00    0.5631302313E-01   -0.2258089741E+01   -0.1733561669E+00   -0.2275865635E+01    0.2325129990E+01    0.3367722877E+02   -0.2311121210E+01    0.1131177588E+00    0.2423647828E+01    0.2318822207E+01    0.2319123625E+01    0.2319160173E+01    0.2319196721E+01    0.2319498138E+01    0.2343626582E+01   -0.2294693764E+01    0.2327199136E+01    0.4885255228E+00   -0.2790688971E+00    0.1587197480E+00    0.1404725316E+01    0.1015706745E+02    0.2494396348E-01    0.2476195148E-01    0.2626170571E+00    0.2626170571E+00    0.3205265991E+00    0.3205265991E+00    0.7650874441E+04    0.9743084395E-01    0.4693367354E-03    0.2511467515E+01    0.7032541108E+04    0.4757125889E+00    0.1714741242E+00    0.6180665203E+00   -0.9933172669E+00   -0.2295734294E+00    0.1528195457E+01    0.2553265068E+01    0.1355584452E+04    0.5881791677E+02    0.4687353402E+00    0.1810094980E+03    0.1863950854E+03    0.2091563703E+03    0.1917806728E+03    0.3193755727E+02    0.2886507972E+02    0.5085821299E+00    0.5049051355E+00    0.2118747515E+03    0.1949882733E+03   -0.1427106266E+03    0.1810094980E+03    0.1863950854E+03    0.1917806728E+03    0.6791872917E+00    0.2038901404E+03    0.5185902651E+00    0.5191259019E+00    0.5191908498E+00    0.3724130457E-01    0.1185185667E-01    0.5320186367E-03    0.1335926792E-02    0.1525428721E-02    0.1687860394E-03   -0.1746520483E-02    0.1637321883E-03    0.1245682577E-03    0.6963791277E-04    0.1129823659E-03    0.1486892593E-02    0.8694137230E-03   -0.7746171165E-03    0.3323918802E-03   -0.2452465412E-02    0.9219724111E-04    0.8886863376E-03    0.2436136210E-02   -0.6346201319E-03   -0.1740687225E+00    0.4649721680E-03    0.1905308497E-03    0.2466123406E-02    0.2599769397E-02   -0.1844634726E-04    0.4377560566E-03    0.7224767397E-03   -0.1056238402E-02   -0.1725668346E-04    0.7965638529E-03    0.2837193084E-03   -0.1244516627E+00   -0.2226407396E-02    0.3751800353E-03    0.2837193084E-03   -0.5367463708E-03   -0.1061694407E-02   -0.5917875741E-03   -0.5367463708E-03
    0.6939732320E+00   -0.3372387053E+00   -0.3372387053E+00   -0.2606925064E+01    0.9985968312E+00   -0.5850380174E+00    0.2884499141E+01    0.9985968312E+00   -0.1496672816E+00    0.1427824694E+01   -0.2282278461E+01    0.2843866980E+01    0.8901087903E-01   -0.4382107228E+00    0.7925190087E+00    0.3003021923E+01   -0.3016070720E+00   -0.1817808394E+00    0.1682148282E+00    0.5344341558E-01   -0.2403458184E+01   -0.1674474118E+00   -0.2425984176E+01    0.2484729440E+01    0.3601279547E+02   -0.2471400958E+01    0.1062475307E+00    0.2575769463E+01    0.2479636031E+01    0.2479958352E+01    0.2479997435E+01    0.2480036518E+01    0.2480358839E+01    0.2506160626E+01   -0.2453834244E+01    0.2488593912E+01    0.4735510766E+00   -0.2679545773E+00    0.1465638360E+00    0.1429443440E+01    0.1086147543E+02    0.3423549965E-01    0.3441751165E-01    0.3464851657E+00    0.3464851657E+00    0.4140462980E+00    0.4140462980E+00    0.1192336003E+05    0.3825138082E-01    0.1032122368E-02    0.3210940469E+01    0.1139336003E+05    0.5826503479E+00    0.2152405462E+00    0.7692931500E+00   -0.9997296879E+00   -0.2658543990E+00    0.1569967684E+01    0.3252738021E+01    0.1852376253E+04    0.7377610646E+02    0.5948233589E+00    0.2391303127E+03    0.2454134980E+03    0.2758016638E+03    0.2516966833E+03    0.4010460024E+02    0.3669957832E+02    0.6182649149E+00    0.6118428945E+00    0.2747066045E+03    0.2550057133E+03   -0.2360850864E+03    0.2391303127E+03    0.2454134980E+03    0.2516966833E+03    0.8022916584E+00    0.2658243956E+03    0.6255280241E+00    0.6260636608E+00    0.6261286088E+00    0.3237689121E-01    0.1030378174E-01    0.4625270173E-03    0.9592162548E-03    0.1146488381E-02    0.9963949064E-04   -0.1370694728E-02    0.9665604988E-04    0.7353640025E-04    0.4327691741E-04    0.6669689882E-04    0.1107952253E-02    0.5841898106E-03   -0.9595323959E-03    0.1962209538E-03   -0.2102113211E-02    0.5878767664E-04    0.6694737938E-03    0.2088116752E-02   -0.7652922933E-03   -0.1634616498E+00    0.3604182872E-03    0.1124761081E-03    0.1711343474E-02    0.2240087020E-02   -0.7517761866E-05    0.3297746298E-03    0.5270378186E-03   -0.1097845188E-02   -0.7032917412E-05    0.5810834485E-03    0.1810562450E-03   -0.1138271830E+00   -0.1711343474E-02    0.3054761678E-03    0.1810562450E-03   -0.3473514187E-03   -0.1100475910E-02   -0.3829709237E-03   -0.3473514187E-03
    0.1123038603E+01   -0.7327539678E+00   -0.7327539678E+00   -0.3304157881E+01    0.1136733832E+01   -0.8212037408E+00    0.3419951893E+01    0.1136733832E+01   -0.1775068274E+00    0.1287267374E+01   -0.1811674484E+01    0.2007310835E+01    0.4367469243E-01   -0.5578124179E+00    0.9106018704E+00    0.2969065526E+01   -0.3566502740E+00   -0.2007084648E+00    0.1986733195E+00    0.6308197679E-01   -0.1891263137E+01   -0.1908347620E+00   -0.1901351738E+01    0.1931913915E+01    0.2832844371E+02   -0.1917682500E+01    0.1417896363E+00    0.2036923847E+01    0.1922907561E+01    0.1923239673E+01    0.1923261869E+01    0.1923284066E+01    0.1923616177E+01    0.1945579346E+01   -0.1900944392E+01    0.1928841239E+01    0.5801801872E+00   -0.3145805655E+00    0.2049639396E+00    0.1336022019E+01    0.8570874151E+01    0.2413430655E+00    0.2411966040E+00    0.1647099560E+00    0.1647099560E+00    0.2039798642E+00    0.2039798642E+00    0.3954348049E+04    0.2882180655E+00    0.3087400064E-02    0.1615158408E+01    0.3312748049E+04    0.3361719834E+00    0.1172923271E+00    0.3984668955E+00   -0.9129716392E+00   -0.8381972380E-01    0.1485715425E+01    0.1633447722E+01    0.9004541538E+03    0.4388995791E+02    0.3239478931E+00    0.1253835635E+03    0.1293105543E+03    0.1437269110E+03    0.1332375451E+03    0.2244726212E+02    0.1995817600E+02    0.3667879686E+00    0.3736719834E+00    0.1542446199E+03    0.1424804068E+03   -0.3903303368E+02    0.1253835635E+03    0.1293105543E+03    0.1332375451E+03    0.3879328373E+00    0.1425917418E+03    0.3853781932E+00    0.3861222553E+00    0.3861719834E+00    0.4369363558E-01    0.1390594337E-01    0.5461704448E-03    0.4979332964E-02    0.5128271939E-02    0.4627911138E-03   -0.5292587774E-02    0.4550648880E-03    0.3163828957E-03    0.1666210858E-03    0.2866729157E-03    0.4714653562E-02    0.4491652166E-02    0.2912335593E-02    0.9446153355E-03   -0.3627563860E-02    0.2092858861E-03    0.1509945759E-02    0.3573106064E-02    0.2755742546E-02   -0.2055224191E+00    0.7281969170E-03    0.4723076678E-03    0.3107773551E-02    0.3334296969E-02   -0.6833489025E-04    0.7274106949E-03    0.1210068280E-02    0.2204172599E-02   -0.6390228242E-04    0.1335476375E-02    0.4770637158E-03   -0.1575760879E+00   -0.3608574408E-02    0.5505338407E-03    0.4770637158E-03   -0.9019991361E-03    0.2191458989E-02   -0.9954798061E-03   -0.9019991361E-03
    0.6448720580E+00   -0.5573684016E-01   -0.5573684016E-01   -0.3205310730E+01    0.7952593239E+00   -0.6996474952E+00    0.3419951893E+01    0.7952593239E+00   -0.1448354492E+00    0.1486768621E+01   -0.2449240196E+01    0.3421524398E+01    0.5382967325E-01   -0.4487837118E+00    0.8498237476E+00    0.2855888677E+01   -0.3073906029E+00   -0.1875567127E+00    0.1598410988E+00    0.5075212165E-01   -0.2521145164E+01   -0.1663211209E+00   -0.2546780120E+01    0.2603866310E+01    0.3829780880E+02   -0.2592554624E+01    0.1202055132E+00    0.2685465254E+01    0.2599618493E+01    0.2600067482E+01    0.2600097489E+01    0.2600127496E+01    0.2600576485E+01    0.2630268948E+01   -0.2569926030E+01    0.2607640354E+01    0.5128441991E+00   -0.2679962153E+00    0.1487912833E+00    0.1434333157E+01    0.1158714199E+02    0.1995799196E-01    0.2010445345E-01    0.4688366490E+00    0.4688366490E+00    0.5395224837E+00    0.5395224837E+00    0.2136907444E+05    0.2691700804E-01    0.4803268503E-03    0.4103969260E+01    0.2101263000E+05    0.7206384017E+00    0.2717909608E+00    0.9754328805E+00   -0.9968958572E+00   -0.2277610139E+00    0.1680243267E+01    0.4122258574E+01    0.2996819713E+04    0.1013398278E+03    0.7781346175E+00    0.3598028405E+03    0.3668714239E+03    0.4088208660E+03    0.3739400074E+03    0.5280209736E+02    0.4911892881E+02    0.7643927295E+00    0.7581384017E+00    0.4055720322E+03    0.3843964486E+03   -0.3320441224E+03    0.3598028405E+03    0.3668714239E+03    0.3739400074E+03    0.8602088026E+00    0.3907775615E+03    0.7698446114E+00    0.7705886735E+00    0.7706384017E+00    0.2527494504E-01    0.8044008002E-02    0.3159368130E-03    0.3569996347E-02    0.3713561334E-02    0.7501919857E-04   -0.3884955235E-02    0.7376676470E-04    0.5128618629E-04    0.3285550935E-04    0.4647014981E-04    0.3299942957E-02    0.3359883682E-02    0.2020403864E-02    0.1531236951E-03   -0.2015313256E-02    0.4551594907E-04    0.5753453836E-03    0.1985058924E-02    0.2195348839E-02   -0.1634768760E+00    0.2970266924E-03    0.7656184757E-04    0.8534161435E-03    0.1795453336E-02   -0.2953018361E-05    0.2771704764E-03    0.4427787256E-03    0.1956847584E-02   -0.2761468008E-05    0.4886670755E-03    0.1232661342E-03   -0.1132855735E+00   -0.1641208003E-02    0.2514320750E-03    0.1232661342E-03   -0.2431025185E-03    0.1955816056E-02   -0.2682969843E-03   -0.2431025185E-03
    0.8951291350E+00   -0.5436138530E+00   -0.5436138530E+00   -0.3280001829E+01    0.1037878423E+01   -0.7892132768E+00    0.3419951893E+01    0.1037878423E+01   -0.1680308996E+00    0.1337142686E+01   -0.1971065912E+01    0.1714417617E+01    0.4616629962E-01   -0.5305552414E+00    0.8946066384E+00    0.2926624207E+01   -0.3414783571E+00   -0.1922914247E+00    0.1889652643E+00    0.5999951300E-01   -0.2050551010E+01   -0.1839168419E+00   -0.2063865427E+01    0.2099131698E+01    0.3082078498E+02   -0.2086400531E+01    0.1362435200E+00    0.2195522422E+01    0.2092085294E+01    0.2092446625E+01    0.2092470774E+01    0.2092494923E+01    0.2092856254E+01    0.2116751747E+01   -0.2068189802E+01    0.2098541017E+01    0.5617411584E+00   -0.3006456970E+00    0.1863237292E+00    0.1363504348E+01    0.9324941109E+01    0.1369884394E+00    0.1368419779E+00    0.2471406806E+00    0.2471406806E+00    0.2942645704E+00    0.2942645704E+00    0.6546104360E+04    0.1838634394E+00    0.1335388081E-02    0.2269662468E+01    0.6011437693E+04    0.4460743143E+00    0.1604550303E+00    0.5794001243E+00   -0.9487839318E+00   -0.1174219630E+00    0.1538990445E+01    0.2287951782E+01    0.1321079636E+04    0.5853536748E+02    0.4474389874E+00    0.1839883827E+03    0.1887007717E+03    0.2100003997E+03    0.1934131607E+03    0.3021955200E+02    0.2740876833E+02    0.4823579685E+00    0.4835743143E+00    0.2170764729E+03    0.2029594172E+03   -0.8515159101E+02    0.1839883827E+03    0.1887007717E+03    0.1934131607E+03    0.5484306603E+00    0.2046381967E+03    0.4952805240E+00    0.4960245861E+00    0.4960743143E+00    0.3697425845E-01    0.1176743334E-01    0.4621782307E-03    0.4450197352E-02    0.4597755462E-02    0.2823918878E-03   -0.4763785435E-02    0.2776773990E-03    0.1930546212E-03    0.1080415769E-03    0.1749258001E-03    0.4184137086E-02    0.4067238985E-02    0.2474332597E-02    0.5763976443E-03   -0.3022969884E-02    0.1398935753E-03    0.1154428732E-02    0.2977588387E-02    0.2508068542E-02   -0.1912802568E+00    0.5665441236E-03    0.2881988221E-03    0.2915856148E-02    0.2741740279E-02   -0.3115648194E-04    0.5561417035E-03    0.8854537532E-03    0.2064492722E-02   -0.2913548702E-04    0.9772197060E-03    0.3557817957E-03   -0.1420596879E+00   -0.2776190348E-02    0.4317268161E-03    0.3557817957E-03   -0.6797051132E-03    0.2057464215E-02   -0.7501478519E-03   -0.6797051132E-03
    0.8720895700E+00   -0.3696815666E+00   -0.3696815666E+00   -0.3255484636E+01    0.9494802126E+00   -0.7583272731E+00    0.3419951893E+01    0.9494802126E+00   -0.1595154155E+00    0.1387017998E+01   -0.2130457340E+01    0.2007310836E+01    0.4869138917E-01   -0.5032980649E+00    0.8791636365E+00    0.2896308980E+01   -0.3284789214E+00   -0.1886774251E+00    0.1792572091E+00    0.5691704922E-01   -0.2208636056E+01   -0.1775798794E+00   -0.2225608055E+01    0.2267030325E+01    0.3331312625E+02   -0.2255118562E+01    0.1307992990E+00    0.2357152520E+01    0.2261263027E+01    0.2261653577E+01    0.2261679679E+01    0.2261705781E+01    0.2262096331E+01    0.2287924147E+01   -0.2235435211E+01    0.2268240796E+01    0.5444380696E+00   -0.2884228964E+00    0.1713538877E+00    0.1388920567E+01    0.1007900807E+02    0.6129902475E-01    0.6115256326E-01    0.3248207745E+00    0.3248207745E+00    0.3797986460E+00    0.3797986460E+00    0.1019959870E+05    0.1081740248E+00    0.3446486708E-03    0.2900734084E+01    0.9741312989E+04    0.5453164894E+00    0.2001472323E+00    0.7331527159E+00   -0.9729702402E+00   -0.1531693804E+00    0.1588850986E+01    0.2919023398E+01    0.1808379976E+04    0.7293825525E+02    0.5634829520E+00    0.2425932020E+03    0.2480909891E+03    0.2762738885E+03    0.2535887763E+03    0.3784185647E+02    0.3472685243E+02    0.5851226344E+00    0.5828164894E+00    0.2799083260E+03    0.2634384277E+03   -0.1472680100E+03    0.2425932020E+03    0.2480909891E+03    0.2535887763E+03    0.6788825802E+00    0.2666846517E+03    0.5945226991E+00    0.5952667612E+00    0.5953164894E+00    0.3203685140E-01    0.1019605339E-01    0.4004606425E-03    0.4072612507E-02    0.4218815121E-02    0.1762032481E-03   -0.4386595372E-02    0.1732615623E-03    0.1204597327E-03    0.7096892129E-04    0.1091479447E-03    0.3805196745E-02    0.3764086712E-02    0.2226647745E-02    0.3596531683E-03   -0.2591117043E-02    0.9428288380E-04    0.9015648933E-03    0.2552218617E-02    0.2358728929E-02   -0.1801188501E+00    0.4502805743E-03    0.1798265842E-03    0.2380208097E-02    0.2330437428E-02   -0.1420542803E-04    0.4343254993E-03    0.6114365833E-03    0.2000148959E-02   -0.1328397939E-04    0.6748041622E-03    0.2626420396E-03   -0.1302640413E+00   -0.2020878137E-02    0.3515172474E-03    0.2626420396E-03   -0.5070553867E-03    0.1996370888E-02   -0.5596051902E-03   -0.5070553867E-03
    0.8040688430E+00   -0.4991309299E+00   -0.4991309299E+00   -0.3054636426E+01    0.1078929576E+01   -0.7216154351E+00    0.3239611801E+01    0.1078929576E+01   -0.1607859598E+00    0.1377164846E+01   -0.2117388605E+01    0.2136760199E+01    0.6365406854E-01   -0.4965698199E+00    0.8608077176E+00    0.3025758343E+01   -0.3203479191E+00   -0.1871607907E+00    0.1808455363E+00    0.5745630902E-01   -0.2215557346E+01   -0.1772232124E+00   -0.2232582530E+01    0.2274134607E+01    0.3341752091E+02   -0.2262185516E+01    0.1227919019E+00    0.2364539222E+01    0.2268450965E+01    0.2268741010E+01    0.2268767194E+01    0.2268793377E+01    0.2269083422E+01    0.2291659986E+01   -0.2245874402E+01    0.2275348872E+01    0.5266618900E+00   -0.2832595449E+00    0.1645329616E+00    0.1397982232E+01    0.1011059305E+02    0.4114277475E-01    0.4099946219E-01    0.3031211009E+00    0.3031211009E+00    0.3564976751E+00    0.3564976751E+00    0.9774790197E+04    0.1000353529E+00    0.5416080257E-04    0.2736408086E+01    0.9169075911E+04    0.5167496011E+00    0.1845213721E+00    0.6865507742E+00   -0.9946399110E+00   -0.2340368139E+00    0.1562438023E+01    0.2757440796E+01    0.1716043089E+04    0.6939258116E+02    0.5259829520E+00    0.2294471221E+03    0.2349449092E+03    0.2601278086E+03    0.2404426964E+03    0.3614207948E+02    0.3302707544E+02    0.5500340069E+00    0.5477278619E+00    0.2647066046E+03    0.2474683248E+03   -0.1510954118E+03    0.2294471221E+03    0.2349449092E+03    0.2404426964E+03    0.6965263062E+00    0.2535385718E+03    0.5596272772E+00    0.5601781338E+00    0.5602278619E+00    0.3452467093E-01    0.1098782723E-01    0.4315583866E-03    0.1000285766E-02    0.1146488381E-02    0.1552798648E-03   -0.1314268632E-02    0.1526874915E-03    0.1111082059E-03    0.6254166491E-04    0.1007742118E-03    0.1253663476E-02    0.6387819047E-03   -0.8456789958E-03    0.3169458902E-03   -0.2102113210E-02    0.8308719391E-04    0.8109329638E-03    0.2088116752E-02   -0.7135978120E-03   -0.1678054680E+00    0.4091142014E-03    0.1699433008E-03    0.2190613076E-02    0.2230144032E-02   -0.1382032583E-04    0.3906639078E-03    0.6025668524E-03   -0.1072177781E-02   -0.1295091297E-04    0.6643576840E-03    0.2549922714E-03   -0.1205122159E+00   -0.1928407794E-02    0.3193801958E-03    0.2549922714E-03   -0.4844538315E-03   -0.1075955852E-02   -0.5341326431E-03   -0.4844538315E-03
